Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
951,Gentianales,Rubiaceae,Coussarea curvigemmia,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy gap,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,120.1176471,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,7.935001957,SD,14.89213712,9,0.07186729,se,0.048330447,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
952,Gentianales,Rubiaceae,Coussarea curvigemmia,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest closed canopy,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,120.1176471,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,0.862373759,SD,2.120355301,15,0.263633568,se,0.004269616,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2203,Rosales,Rosaceae,Crataegus monogyna,Wild,Shrub,Perennial,mDC,Germany,Tubingen,48d31'N,09d03'E,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Beech forest,NA,Natural,1997,Fall,August,Marked,Lifespan,Visual,"3 plants sampled per species per site (4 sites), all leaves of 5 twigs were marked, provides discrete measure in August and cummulative measure throughout the growing season",NA,P.567 Figure 3,5.675015509,SE,0.8203125,235,NA,NA,NA,Lepidoptera (Insecta)
135,Asterales,Asteraceae,Crepis biennis,Wild,Forb/herb,Perennial,mDV,Germany,"Saale River, Jena, Central Germany","50d57'0.6""N","11d37'19""E",Coordinates from the article,Cold,Cold without dry season and warm summer,Grassland,Fences kept out large grazing herbivores,Planted,2010,Summer,All year,Standing,Mature,Visual,30 mature leaves sampled prior to maximum biomass in each May and August; author says best yearly measure is an average of both (rates did not differ significantly with season),NA,"Supplementary Table 1 (mean of both seasons, excluding sucking damage)",4.325,NA,NA,10,NA,NA,NA,"Insecta (general), Vertebrata"
78,Asparagales,Iridaceae,Crocosmia pottsii x aurea,Wild,Forb/herb,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Dry,August,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,1.56,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
79,Asparagales,Iridaceae,Crocosmia pottsii x aurea,Wild,Forb/herb,Perennial,mAW,USA,Hawaii,NA,NA,Unavailable,Tropical,Tropical rainforest & Tropical savannah,Unspecific,NA,Natural,2005,Wet,February,Standing,Mature,Visual,1 recently matured leaf sampled in August and February on each plant (5 plants per species),NA,Appendix 1,0,NA,NA,5,NA,NA,NA,"Insecta (general), pathogens"
953,Gentianales,Rubiaceae,Crossopteryx febrifuga,Wild,Tree,Perennial,cCT,Republic of C_te d'Ivoire,Como_ National Park,9d06'N,3d42'W,http://en.wikipedia.org/wiki/Como%C3%A9_National_Park,Tropical,Tropical savannah ,Savanna,NA,Natural,2000,Wet,"June, July",Standing,Mature,Automatic,24 leaves sampled per individual during the mid-rainy season (8 individuals per species),NA,P.228 Table 1,6.1,SE,1.4,8,NA,NA,NA,Insecta (general)
1285,Malpighiales,Euphorbiaceae,Croton alamosanus,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,12.83674342,unclear if SE or SD,1.524813399,20,NA,NA,NA,Diptera (Insecta)
1286,Malpighiales,Euphorbiaceae,Croton argyranthemus,Wild,Forb/herb,Perennial,cBZ,USA,"Katherine Ordway Preserve, Goldhead Branch State Park, Florida","29d38'27.80""N","82d20'47.01""W",From Google Earth (University of Florida),Temperate,Temperate without dry season and hot summer,Sand hills,Control treatment (interior edge of fire; 500 m from burn (supposedly unaffected)),Natural,2003,Fall,August,Standing,Mature,Visual,Leaves sampled from 10 individuals per species; subsample of 30% of those leaves used to determine damage,NA,P.591 Figure 2,7.273,SE,0.727,10,NA,NA,NA,Orthoptera (Insecta)
1287,Malpighiales,Euphorbiaceae,Croton bilbergianus,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,0.31,NA,NA,Insecta (general)
1288,Malpighiales,Euphorbiaceae,Croton bilbergianus,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.025,NA,NA,Insecta (general)
1289,Malpighiales,Euphorbiaceae,Croton bilbergianus,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Mature,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~9,0.025,NA,NA,NA
1290,Malpighiales,Euphorbiaceae,Croton bilbergianus,Wild,Tree,Perennial,mCS,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest semideciduous,NA,Natural,1977,Wet,"April, May, June, July",Marked,Expanding,Visual,"Marked young and old leaves at beginning of rainy season, measured at 2 week intervals for 3 months, numbr of replicates is approximately 120 plants for persistent spp and 102 for pioneering, replicates per species were estimated by dividing by the number of species",90,Table 1,NA,NA,NA,~9,0.31,NA,NA,NA
1291,Malpighiales,Euphorbiaceae,Croton goyazensis,Wild,"Tree, shrub",Perennial,mDO,Brazil,Fazenda Agua Limpa ,15d56_S,44d55_W,Coordinates from the article,Tropical,Tropical savannah ,Savanna,NA,Natural,1991,Dry,August,Standing,Mature,Automatic,5 leaves sampled per plant (5 plants) at 3 times (only August 1991 measurement used),NA,P.138 Figure 3a,7.804878049,SE,1.951219512,5,NA,NA,NA,Insecta (general)
1292,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,"Tree, shrub",Perennial,cAZ,Mexico,Chamela Biological Station,19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Control treatment (not protected from predators),Planted,2000,Wet,October,Standing,Mature,Automatic,20 random leaves sampled per individual,NA,P.544,10.909,SE,2.323,37,NA,NA,NA,NA
1293,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,cDU,Mexico,Chamela Biological Station,19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2002,Wet,Unspecific,Marked,Expanding,Grid,"10 young leaves tagged and measured 30 days later, all adult plants,",30,Appendix,NA,NA,NA,6,0.79,NA,NA,NA
1294,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,11.79122805,unclear if SE or SD,1.524192547,20,NA,NA,NA,Diptera (Insecta)
1295,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Marked,Lifespan,Automatic,20 leaves marked for 5 individuals per species,NA,P.81 Table 1 (long-term measurement used (plants tagged over entire growth period)),19.74,NA,NA,5,NA,NA,NA,Insecta (general)
1296,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1983,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,4.13,SD,2.91,5 to 7,NA,NA,NA,Insecta (general)
1297,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1984,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,19.8,SD,5.22,5 to 7,NA,NA,NA,Insecta (general)
1298,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,16.98,SD,10.29,5 to 7,NA,NA,NA,Insecta (general)
1299,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (start),"July, August",Marked,Expanding,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.276507819,SD,0.0542905,Insecta (general)
1300,Malpighiales,Euphorbiaceae,Croton pseudoniveus,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (end),"July, August, September",Marked,Mature,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.154033722,SD,0.049749742,Insecta (general)
1301,Malpighiales,Euphorbiaceae,Croton schiedeanus,Wild,Tree,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1984,Wet,April,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,12.7,CV,140.6,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
1302,Malpighiales,Euphorbiaceae,Croton suberosus,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,11.93029897,unclear if SE or SD,1.523571695,20,NA,NA,NA,Diptera (Insecta)
2423,Sapindales,Rutaceae,Crowea saligna,Wild,Shrub,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d39'50""S","151d14'45""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Terrace,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),38.9,NA,NA,4 or more,NA,NA,NA,Insecta (general)
3,Alismatales,Araceae,Culcasia falcifolia ,Wild,Vine,Perennial,mDH,Uganda,Kibale National Forest,0d34'N,30d21'E,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2001,NA,September,Standing,Mature,Visual,First 4 fully expanded and fully toughened leaves sampled,NA,Appendix A1 (p.1383),9.7,NA,NA,10,NA,NA,NA,Insecta (general)
2487,Sapindales,Sapindaceae,Cupania dentata,Wild,Tree,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1983,Dry,December,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,13.1,CV,115,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2488,Sapindales,Sapindaceae,Cupania fulvida,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.642,NA,NA,Insecta (general)
2489,Sapindales,Sapindaceae,Cupania fulvida,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.035,NA,NA,Insecta (general)
2490,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Expanding,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Appendix p.2,NA,NA,NA,~10,1.006,NA,NA,Insecta (general)
2491,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAE,Panama,Barro Colorado Island,9d09'N,79d51'W,Coordinates from the article,Tropical,Tropical monsoon ,Semidecidusous forest,NA,Natural,1979,"Dry, wet","February, March, May,June, July, October, November",Marked,Mature,Grid,"~10 plants per spcies, marked 7 young and 7 old leaves, measured herbivory after 3 weeks. Repeated in dry, early wet, and late wet season, rates are means that assume 8 months of wet seaons and 4 months of dry",21,Obtained from author,NA,NA,NA,~10,0.012,NA,NA,Insecta (general)
2492,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,0.311,sd,1.029,Insecta (general)
2493,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Wet,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",90,P.125 Table 1,NA,NA,NA,NA,1.151,sd,2.588,Insecta (general)
2494,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Mature,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,0.026,sd,0.173,Insecta (general)
2495,Sapindales,Sapindaceae,Cupania sylvatica,Wild,Tree,Perennial,cAT,Panama,Barro Colorado Island,9d09'N,79d51'W,"Coordinates from Intraspecific Variation in Herbivory on Two Tropical Tree Species; Author(s): Phyllis D. Coley_; Source: Ecology, Vol. 64, No. 3 (Jun., 1983), pp. 426-433_",Tropical,Tropical monsoon ,Forest,NA,Natural,1979,Dry,"May, June, July, February, March, April",Marked,Expanding,Grid,"Marked young and mature leaves of saplings, in both the dry and wet season, dry leaves measured herbivory after 25 days, wet every 2 weeks up to 3 months",25,P.125 Table 1,NA,NA,NA,NA,1.786,sd,2.465,Insecta (general)
